base,dataset,reranker,seed,metric,value
als,ml-1m,mmr_lam=0.6,1,Diversity,0.7784943580627441
als,ml-1m,mmr_lam=0.6,1,Coverage,0.19671667138409285
als,ml-1m,mmr_lam=0.6,1,AvgPop,905.514543647507
als,ml-1m,mmr_lam=0.4,1,NDCG@10,0.09184318780899048
als,ml-1m,mmr_lam=0.4,1,Recall@10,0.0640152096748352
als,ml-1m,mmr_lam=0.4,1,HR@10,0.4941195845603943
als,ml-1m,mmr_lam=0.4,1,Diversity,0.8256845474243164
als,ml-1m,mmr_lam=0.4,1,Coverage,0.20067930936880837
als,ml-1m,mmr_lam=0.4,1,AvgPop,902.6390591353321
als,ml-1m,mmr_lam=0.2,1,NDCG@10,0.08730055391788483
als,ml-1m,mmr_lam=0.2,1,Recall@10,0.05779464170336723
als,ml-1m,mmr_lam=0.2,1,HR@10,0.4811992645263672
als,ml-1m,mmr_lam=0.2,1,Diversity,0.8458956480026245
als,ml-1m,mmr_lam=0.2,1,Coverage,0.20803849419756582
als,ml-1m,mmr_lam=0.2,1,AvgPop,879.1713930760311
als,ml-1m,dpp_alpha=0.5,1,NDCG@10,0.08559451997280121
als,ml-1m,dpp_alpha=0.5,1,Recall@10,0.05463244020938873
als,ml-1m,dpp_alpha=0.5,1,HR@10,0.46910718083381653
als,ml-1m,dpp_alpha=0.5,1,Diversity,0.8740209341049194
als,ml-1m,dpp_alpha=0.5,1,Coverage,0.20605717520520803
als,ml-1m,dpp_alpha=0.5,1,AvgPop,862.4035282425045
als,ml-1m,dpp_alpha=1.0,1,NDCG@10,0.08728700876235962
als,ml-1m,dpp_alpha=1.0,1,Recall@10,0.05631516873836517
als,ml-1m,dpp_alpha=1.0,1,HR@10,0.4740765392780304
als,ml-1m,dpp_alpha=1.0,1,Diversity,0.8643864393234253
als,ml-1m,dpp_alpha=1.0,1,Coverage,0.20124540050948203
als,ml-1m,dpp_alpha=1.0,1,AvgPop,876.4049527911214
als,ml-1m,dpp_alpha=2.0,1,NDCG@10,0.09018932282924652
als,ml-1m,dpp_alpha=2.0,1,Recall@10,0.05996517091989517
als,ml-1m,dpp_alpha=2.0,1,HR@10,0.4893158972263336
als,ml-1m,dpp_alpha=2.0,1,Diversity,0.8447871208190918
als,ml-1m,dpp_alpha=2.0,1,Coverage,0.20011321822813474
als,ml-1m,dpp_alpha=2.0,1,AvgPop,891.7634421070068
als,ml-1m,dpp_alpha=4.0,1,NDCG@10,0.09371354430913925
als,ml-1m,dpp_alpha=4.0,1,Recall@10,0.06412409991025925
als,ml-1m,dpp_alpha=4.0,1,HR@10,0.4985920190811157
als,ml-1m,dpp_alpha=4.0,1,Diversity,0.8153531551361084
als,ml-1m,dpp_alpha=4.0,1,Coverage,0.19699971695442967
als,ml-1m,dpp_alpha=4.0,1,AvgPop,903.6859864170946
als,ml-1m,none,2,NDCG@10,0.09831602871417999
als,ml-1m,none,2,Recall@10,0.07334478199481964
als,ml-1m,none,2,HR@10,0.5027331709861755
als,ml-1m,none,2,Diversity,0.6472865343093872
als,ml-1m,none,2,Coverage,0.2069063119162185
als,ml-1m,none,2,AvgPop,881.4081994368064
als,ml-1m,mmr_lam=1.0,2,NDCG@10,0.09831602871417999
als,ml-1m,mmr_lam=1.0,2,Recall@10,0.07334478199481964
als,ml-1m,mmr_lam=1.0,2,HR@10,0.5027331709861755
als,ml-1m,mmr_lam=1.0,2,Diversity,0.6472865343093872
als,ml-1m,mmr_lam=1.0,2,Coverage,0.2069063119162185
als,ml-1m,mmr_lam=1.0,2,AvgPop,881.4081994368064
als,ml-1m,mmr_lam=0.8,2,NDCG@10,0.09744387865066528
als,ml-1m,mmr_lam=0.8,2,Recall@10,0.07128055393695831
als,ml-1m,mmr_lam=0.8,2,HR@10,0.5028988122940063
als,ml-1m,mmr_lam=0.8,2,Diversity,0.701898992061615
als,ml-1m,mmr_lam=0.8,2,Coverage,0.20067930936880837
als,ml-1m,mmr_lam=0.8,2,AvgPop,896.6451051846943
als,ml-1m,mmr_lam=0.6,2,NDCG@10,0.0944896712899208
als,ml-1m,mmr_lam=0.6,2,Recall@10,0.06788909435272217
als,ml-1m,mmr_lam=0.6,2,HR@10,0.4966042637825012
als,ml-1m,mmr_lam=0.6,2,Diversity,0.7775997519493103
als,ml-1m,mmr_lam=0.6,2,Coverage,0.1986979903764506
als,ml-1m,mmr_lam=0.6,2,AvgPop,901.6380155706477
als,ml-1m,mmr_lam=0.4,2,NDCG@10,0.09020668268203735
als,ml-1m,mmr_lam=0.4,2,Recall@10,0.062253907322883606
als,ml-1m,mmr_lam=0.4,2,HR@10,0.48832201957702637
als,ml-1m,mmr_lam=0.4,2,Diversity,0.8251785039901733
als,ml-1m,mmr_lam=0.4,2,Coverage,0.20096235493914522
als,ml-1m,mmr_lam=0.4,2,AvgPop,900.1989067417592
als,ml-1m,mmr_lam=0.2,2,NDCG@10,0.0851680263876915
als,ml-1m,mmr_lam=0.2,2,Recall@10,0.05527371168136597
als,ml-1m,mmr_lam=0.2,2,HR@10,0.47092926502227783
als,ml-1m,mmr_lam=0.2,2,Diversity,0.8450355529785156
als,ml-1m,mmr_lam=0.2,2,Coverage,0.2091706764789131
als,ml-1m,mmr_lam=0.2,2,AvgPop,879.0682789464965
als,ml-1m,dpp_alpha=0.5,2,NDCG@10,0.08451057970523834
als,ml-1m,dpp_alpha=0.5,2,Recall@10,0.053482942283153534
als,ml-1m,dpp_alpha=0.5,2,HR@10,0.4682789444923401
als,ml-1m,dpp_alpha=0.5,2,Diversity,0.8735252022743225
als,ml-1m,dpp_alpha=0.5,2,Coverage,0.20860458533823945
als,ml-1m,dpp_alpha=0.5,2,AvgPop,861.0979956932251
als,ml-1m,dpp_alpha=1.0,2,NDCG@10,0.08626147359609604
als,ml-1m,dpp_alpha=1.0,2,Recall@10,0.05521561577916145
als,ml-1m,dpp_alpha=1.0,2,HR@10,0.47159186005592346
als,ml-1m,dpp_alpha=1.0,2,Diversity,0.8638584017753601
als,ml-1m,dpp_alpha=1.0,2,Coverage,0.20266062836116613
als,ml-1m,dpp_alpha=1.0,2,AvgPop,874.4982275964883
als,ml-1m,dpp_alpha=2.0,2,NDCG@10,0.08889598399400711
als,ml-1m,dpp_alpha=2.0,2,Recall@10,0.0588499940931797
als,ml-1m,dpp_alpha=2.0,2,HR@10,0.481364905834198
als,ml-1m,dpp_alpha=2.0,2,Diversity,0.8444240689277649
als,ml-1m,dpp_alpha=2.0,2,Coverage,0.19926408151712427
als,ml-1m,dpp_alpha=2.0,2,AvgPop,890.2640218651649
als,ml-1m,dpp_alpha=4.0,2,NDCG@10,0.0924253836274147
als,ml-1m,dpp_alpha=4.0,2,Recall@10,0.06306342780590057
als,ml-1m,dpp_alpha=4.0,2,HR@10,0.4911379814147949
als,ml-1m,dpp_alpha=4.0,2,Diversity,0.8143295645713806
als,ml-1m,dpp_alpha=4.0,2,Coverage,0.20096235493914522
als,ml-1m,dpp_alpha=4.0,2,AvgPop,903.5605764452542
als,ml-1m,none,3,NDCG@10,0.09926450997591019
als,ml-1m,none,3,Recall@10,0.0737493559718132
als,ml-1m,none,3,HR@10,0.507371187210083
als,ml-1m,none,3,Diversity,0.6470335721969604
als,ml-1m,none,3,Coverage,0.20435890178318708
als,ml-1m,none,3,AvgPop,880.465843962233
als,ml-1m,mmr_lam=1.0,3,NDCG@10,0.09926450997591019
als,ml-1m,mmr_lam=1.0,3,Recall@10,0.0737493559718132
als,ml-1m,mmr_lam=1.0,3,HR@10,0.507371187210083
als,ml-1m,mmr_lam=1.0,3,Diversity,0.6470335721969604
als,ml-1m,mmr_lam=1.0,3,Coverage,0.20435890178318708
als,ml-1m,mmr_lam=1.0,3,AvgPop,880.465843962233
als,ml-1m,mmr_lam=0.8,3,NDCG@10,0.0984000489115715
als,ml-1m,mmr_lam=0.8,3,Recall@10,0.07192632555961609
als,ml-1m,mmr_lam=0.8,3,HR@10,0.5057147741317749
als,ml-1m,mmr_lam=0.8,3,Diversity,0.701958179473877
als,ml-1m,mmr_lam=0.8,3,Coverage,0.1998301726577979
als,ml-1m,mmr_lam=0.8,3,AvgPop,896.6322842471426
als,ml-1m,mmr_lam=0.6,3,NDCG@10,0.09528474509716034
als,ml-1m,mmr_lam=0.6,3,Recall@10,0.06770557165145874
als,ml-1m,mmr_lam=0.6,3,HR@10,0.5030644536018372
als,ml-1m,mmr_lam=0.6,3,Diversity,0.7785505652427673
als,ml-1m,mmr_lam=0.6,3,Coverage,0.19898103594678743
als,ml-1m,mmr_lam=0.6,3,AvgPop,900.8308928275634
als,ml-1m,mmr_lam=0.4,3,NDCG@10,0.09118247777223587
als,ml-1m,mmr_lam=0.4,3,Recall@10,0.062330249696969986
als,ml-1m,mmr_lam=0.4,3,HR@10,0.4939539432525635
als,ml-1m,mmr_lam=0.4,3,Diversity,0.8260605931282043
als,ml-1m,mmr_lam=0.4,3,Coverage,0.20124540050948203
als,ml-1m,mmr_lam=0.4,3,AvgPop,897.8015239357296
als,ml-1m,mmr_lam=0.2,3,NDCG@10,0.08698996901512146
als,ml-1m,mmr_lam=0.2,3,Recall@10,0.05682233348488808
als,ml-1m,mmr_lam=0.2,3,HR@10,0.4795428216457367
als,ml-1m,mmr_lam=0.2,3,Diversity,0.8458250761032104
als,ml-1m,mmr_lam=0.2,3,Coverage,0.21086894990093405
als,ml-1m,mmr_lam=0.2,3,AvgPop,877.1458671525592
als,ml-1m,dpp_alpha=0.5,3,NDCG@10,0.08590753376483917
als,ml-1m,dpp_alpha=0.5,3,Recall@10,0.05456050485372543
als,ml-1m,dpp_alpha=0.5,3,HR@10,0.4755673408508301
als,ml-1m,dpp_alpha=0.5,3,Diversity,0.8741546273231506
als,ml-1m,dpp_alpha=0.5,3,Coverage,0.20945372204924992
als,ml-1m,dpp_alpha=0.5,3,AvgPop,857.0676991883386
als,ml-1m,dpp_alpha=1.0,3,NDCG@10,0.08831058442592621
als,ml-1m,dpp_alpha=1.0,3,Recall@10,0.057073261588811874
als,ml-1m,dpp_alpha=1.0,3,HR@10,0.4830213785171509
als,ml-1m,dpp_alpha=1.0,3,Diversity,0.8644677996635437
als,ml-1m,dpp_alpha=1.0,3,Coverage,0.20294367393150298
als,ml-1m,dpp_alpha=1.0,3,AvgPop,871.1918336922313
als,ml-1m,dpp_alpha=2.0,3,NDCG@10,0.09046480059623718
als,ml-1m,dpp_alpha=2.0,3,Recall@10,0.05937603488564491
als,ml-1m,dpp_alpha=2.0,3,HR@10,0.48765942454338074
als,ml-1m,dpp_alpha=2.0,3,Diversity,0.8452988862991333
als,ml-1m,dpp_alpha=2.0,3,Coverage,0.20096235493914522
als,ml-1m,dpp_alpha=2.0,3,AvgPop,887.5957594831871
als,ml-1m,dpp_alpha=4.0,3,NDCG@10,0.09338124096393585
als,ml-1m,dpp_alpha=4.0,3,Recall@10,0.06305847316980362
als,ml-1m,dpp_alpha=4.0,3,HR@10,0.4946165382862091
als,ml-1m,dpp_alpha=4.0,3,Diversity,0.8149580955505371
als,ml-1m,dpp_alpha=4.0,3,Coverage,0.1986979903764506
als,ml-1m,dpp_alpha=4.0,3,AvgPop,901.4629948649991
als,ml-1m,none,4,NDCG@10,0.09823440760374069
als,ml-1m,none,4,Recall@10,0.07253354787826538
als,ml-1m,none,4,HR@10,0.5017392635345459
als,ml-1m,none,4,Diversity,0.6464742422103882
als,ml-1m,none,4,Coverage,0.2032267195018398
als,ml-1m,none,4,AvgPop,879.7663574623157
als,ml-1m,mmr_lam=1.0,4,NDCG@10,0.09823440760374069
als,ml-1m,mmr_lam=1.0,4,Recall@10,0.07253354787826538
als,ml-1m,mmr_lam=1.0,4,HR@10,0.5017392635345459
als,ml-1m,mmr_lam=1.0,4,Diversity,0.6464742422103882
als,ml-1m,mmr_lam=1.0,4,Coverage,0.2032267195018398
als,ml-1m,mmr_lam=1.0,4,AvgPop,879.7663574623157
als,ml-1m,mmr_lam=0.8,4,NDCG@10,0.09742105007171631
als,ml-1m,mmr_lam=0.8,4,Recall@10,0.07132314145565033
als,ml-1m,mmr_lam=0.8,4,HR@10,0.5024018287658691
als,ml-1m,mmr_lam=0.8,4,Diversity,0.7018679976463318
als,ml-1m,mmr_lam=0.8,4,Coverage,0.20067930936880837
als,ml-1m,mmr_lam=0.8,4,AvgPop,896.6200927613053
als,ml-1m,mmr_lam=0.6,4,NDCG@10,0.09417406469583511
als,ml-1m,mmr_lam=0.6,4,Recall@10,0.06691797077655792
als,ml-1m,mmr_lam=0.6,4,HR@10,0.4980950951576233
als,ml-1m,mmr_lam=0.6,4,Diversity,0.7784982323646545
als,ml-1m,mmr_lam=0.6,4,Coverage,0.19530144353240872
als,ml-1m,mmr_lam=0.6,4,AvgPop,902.5221633261554
als,ml-1m,mmr_lam=0.4,4,NDCG@10,0.09060823917388916
als,ml-1m,mmr_lam=0.4,4,Recall@10,0.06230168044567108
als,ml-1m,mmr_lam=0.4,4,HR@10,0.49180057644844055
als,ml-1m,mmr_lam=0.4,4,Diversity,0.8257226347923279
als,ml-1m,mmr_lam=0.4,4,Coverage,0.19728276252476648
als,ml-1m,mmr_lam=0.4,4,AvgPop,900.5004638065265
als,ml-1m,mmr_lam=0.2,4,NDCG@10,0.08675076067447662
als,ml-1m,mmr_lam=0.2,4,Recall@10,0.05711062625050545
als,ml-1m,mmr_lam=0.2,4,HR@10,0.4773894250392914
als,ml-1m,mmr_lam=0.2,4,Diversity,0.8452402353286743
als,ml-1m,mmr_lam=0.2,4,Coverage,0.21001981318992358
als,ml-1m,mmr_lam=0.2,4,AvgPop,879.0214676163657
als,ml-1m,dpp_alpha=0.5,4,NDCG@10,0.0848054364323616
als,ml-1m,dpp_alpha=0.5,4,Recall@10,0.053827643394470215
als,ml-1m,dpp_alpha=0.5,4,HR@10,0.462647020816803
als,ml-1m,dpp_alpha=0.5,4,Diversity,0.8736031651496887
als,ml-1m,dpp_alpha=0.5,4,Coverage,0.20832153976790263
als,ml-1m,dpp_alpha=0.5,4,AvgPop,860.1640549942024
als,ml-1m,dpp_alpha=1.0,4,NDCG@10,0.08703955262899399
als,ml-1m,dpp_alpha=1.0,4,Recall@10,0.056223154067993164
als,ml-1m,dpp_alpha=1.0,4,HR@10,0.4755673408508301
als,ml-1m,dpp_alpha=1.0,4,Diversity,0.8643905520439148
als,ml-1m,dpp_alpha=1.0,4,Coverage,0.1998301726577979
als,ml-1m,dpp_alpha=1.0,4,AvgPop,874.0814311744244
als,ml-1m,dpp_alpha=2.0,4,NDCG@10,0.08920074254274368
als,ml-1m,dpp_alpha=2.0,4,Recall@10,0.05864591896533966
als,ml-1m,dpp_alpha=2.0,4,HR@10,0.4800397455692291
als,ml-1m,dpp_alpha=2.0,4,Diversity,0.8447585701942444
als,ml-1m,dpp_alpha=2.0,4,Coverage,0.19813189923577695
als,ml-1m,dpp_alpha=2.0,4,AvgPop,889.9426702004307
als,ml-1m,dpp_alpha=4.0,4,NDCG@10,0.09237930178642273
als,ml-1m,dpp_alpha=4.0,4,Recall@10,0.0626583993434906
als,ml-1m,dpp_alpha=4.0,4,HR@10,0.4906410574913025
als,ml-1m,dpp_alpha=4.0,4,Diversity,0.8148598074913025
als,ml-1m,dpp_alpha=4.0,4,Coverage,0.20011321822813474
als,ml-1m,dpp_alpha=4.0,4,AvgPop,901.0083650819944
neumf,amazon-beauty,none,0,NDCG@10,0.01417522132396698
neumf,amazon-beauty,none,0,Recall@10,0.024001192301511765
neumf,amazon-beauty,none,0,HR@10,0.04804321005940437
neumf,amazon-beauty,none,0,Diversity,0.9084184765815735
neumf,amazon-beauty,none,0,Coverage,0.22428524482418666
neumf,amazon-beauty,none,0,AvgPop,113.2338671467829
neumf,amazon-beauty,mmr_lam=1.0,0,NDCG@10,0.01417522132396698
neumf,amazon-beauty,mmr_lam=1.0,0,Recall@10,0.024001192301511765
neumf,amazon-beauty,mmr_lam=1.0,0,HR@10,0.04804321005940437
neumf,amazon-beauty,mmr_lam=1.0,0,Diversity,0.9084184765815735
neumf,amazon-beauty,mmr_lam=1.0,0,Coverage,0.22428524482418666
neumf,amazon-beauty,mmr_lam=1.0,0,AvgPop,113.2338671467829
neumf,amazon-beauty,mmr_lam=0.8,0,NDCG@10,0.013338510878384113
neumf,amazon-beauty,mmr_lam=0.8,0,Recall@10,0.022218747064471245
neumf,amazon-beauty,mmr_lam=0.8,0,HR@10,0.04576897621154785
neumf,amazon-beauty,mmr_lam=0.8,0,Diversity,0.9376451969146729
neumf,amazon-beauty,mmr_lam=0.8,0,Coverage,0.23217219848833387
neumf,amazon-beauty,mmr_lam=0.8,0,AvgPop,111.31384440443476
neumf,amazon-beauty,mmr_lam=0.6,0,NDCG@10,0.012492829002439976
neumf,amazon-beauty,mmr_lam=0.6,0,Recall@10,0.020704589784145355
neumf,amazon-beauty,mmr_lam=0.6,0,HR@10,0.04254714399576187
neumf,amazon-beauty,mmr_lam=0.6,0,Diversity,0.9617123007774353
neumf,amazon-beauty,mmr_lam=0.6,0,Coverage,0.24548143279658233
neumf,amazon-beauty,mmr_lam=0.6,0,AvgPop,107.24123945797403
neumf,amazon-beauty,mmr_lam=0.4,0,NDCG@10,0.011611822992563248
neumf,amazon-beauty,mmr_lam=0.4,0,Recall@10,0.01843876577913761
neumf,amazon-beauty,mmr_lam=0.4,0,HR@10,0.038093432784080505
neumf,amazon-beauty,mmr_lam=0.4,0,Diversity,0.9778656959533691
neumf,amazon-beauty,mmr_lam=0.4,0,Coverage,0.2605980939861978
neumf,amazon-beauty,mmr_lam=0.4,0,AvgPop,100.89254240500331
neumf,amazon-beauty,mmr_lam=0.2,0,NDCG@10,0.011387686245143414
neumf,amazon-beauty,mmr_lam=0.2,0,Recall@10,0.018073823302984238
neumf,amazon-beauty,mmr_lam=0.2,0,HR@10,0.03828295320272446
neumf,amazon-beauty,mmr_lam=0.2,0,Diversity,0.9892759323120117
neumf,amazon-beauty,mmr_lam=0.2,0,Coverage,0.2901741702267499
neumf,amazon-beauty,mmr_lam=0.2,0,AvgPop,94.48416564010235
neumf,amazon-beauty,dpp_alpha=0.5,0,NDCG@10,0.011379172094166279
neumf,amazon-beauty,dpp_alpha=0.5,0,Recall@10,0.017977003008127213
neumf,amazon-beauty,dpp_alpha=0.5,0,HR@10,0.03847247362136841
neumf,amazon-beauty,dpp_alpha=0.5,0,Diversity,0.9897622466087341
neumf,amazon-beauty,dpp_alpha=0.5,0,Coverage,0.2972395662175485
neumf,amazon-beauty,dpp_alpha=0.5,0,AvgPop,93.22660854733252
neumf,amazon-beauty,dpp_alpha=1.0,0,NDCG@10,0.011580117978155613
neumf,amazon-beauty,dpp_alpha=1.0,0,Recall@10,0.01819927804172039
neumf,amazon-beauty,dpp_alpha=1.0,0,HR@10,0.03866199031472206
neumf,amazon-beauty,dpp_alpha=1.0,0,Diversity,0.9871727228164673
neumf,amazon-beauty,dpp_alpha=1.0,0,Coverage,0.2875451856720342
neumf,amazon-beauty,dpp_alpha=1.0,0,AvgPop,96.45975551975741
neumf,amazon-beauty,dpp_alpha=2.0,0,NDCG@10,0.01179827656596899
neumf,amazon-beauty,dpp_alpha=2.0,0,Recall@10,0.018852965906262398
neumf,amazon-beauty,dpp_alpha=2.0,0,HR@10,0.03979910910129547
neumf,amazon-beauty,dpp_alpha=2.0,0,Diversity,0.982521653175354
neumf,amazon-beauty,dpp_alpha=2.0,0,Coverage,0.27160696680907
neumf,amazon-beauty,dpp_alpha=2.0,0,AvgPop,100.29487349568844
neumf,amazon-beauty,dpp_alpha=4.0,0,NDCG@10,0.011809566989541054
neumf,amazon-beauty,dpp_alpha=4.0,0,Recall@10,0.018717028200626373
neumf,amazon-beauty,dpp_alpha=4.0,0,HR@10,0.03913579136133194
neumf,amazon-beauty,dpp_alpha=4.0,0,Diversity,0.9757589101791382
neumf,amazon-beauty,dpp_alpha=4.0,0,Coverage,0.2579691094314821
neumf,amazon-beauty,dpp_alpha=4.0,0,AvgPop,103.8023500426419
neumf,amazon-beauty,none,1,NDCG@10,0.013753782026469707
neumf,amazon-beauty,none,1,Recall@10,0.022313477471470833
neumf,amazon-beauty,none,1,HR@10,0.04472661763429642
neumf,amazon-beauty,none,1,Diversity,0.9150645136833191
neumf,amazon-beauty,none,1,Coverage,0.2264212947748932
neumf,amazon-beauty,none,1,AvgPop,102.49445655263906
neumf,amazon-beauty,mmr_lam=1.0,1,NDCG@10,0.013753782026469707
neumf,amazon-beauty,mmr_lam=1.0,1,Recall@10,0.022313477471470833
neumf,amazon-beauty,mmr_lam=1.0,1,HR@10,0.04472661763429642
neumf,amazon-beauty,mmr_lam=1.0,1,Diversity,0.9150645136833191
neumf,amazon-beauty,mmr_lam=1.0,1,Coverage,0.2264212947748932
neumf,amazon-beauty,mmr_lam=1.0,1,AvgPop,102.49445655263906
neumf,amazon-beauty,mmr_lam=0.8,1,NDCG@10,0.013200505636632442
neumf,amazon-beauty,mmr_lam=0.8,1,Recall@10,0.02129928022623062
neumf,amazon-beauty,mmr_lam=0.8,1,HR@10,0.043399982154369354
neumf,amazon-beauty,mmr_lam=0.8,1,Diversity,0.9401167035102844
neumf,amazon-beauty,mmr_lam=0.8,1,Coverage,0.23397962536970096
neumf,amazon-beauty,mmr_lam=0.8,1,AvgPop,100.5072301715152
neumf,amazon-beauty,mmr_lam=0.6,1,NDCG@10,0.012529422529041767
neumf,amazon-beauty,mmr_lam=0.6,1,Recall@10,0.019901372492313385
neumf,amazon-beauty,mmr_lam=0.6,1,HR@10,0.041789066046476364
neumf,amazon-beauty,mmr_lam=0.6,1,Diversity,0.9601567387580872
neumf,amazon-beauty,mmr_lam=0.6,1,Coverage,0.2435096943805455
neumf,amazon-beauty,mmr_lam=0.6,1,AvgPop,96.88900786506207
neumf,amazon-beauty,mmr_lam=0.4,1,NDCG@10,0.012053320184350014
neumf,amazon-beauty,mmr_lam=0.4,1,Recall@10,0.019056733697652817
neumf,amazon-beauty,mmr_lam=0.4,1,HR@10,0.040178149938583374
neumf,amazon-beauty,mmr_lam=0.4,1,Diversity,0.9753692150115967
neumf,amazon-beauty,mmr_lam=0.4,1,Coverage,0.25977653631284914
neumf,amazon-beauty,mmr_lam=0.4,1,AvgPop,92.1204775893111
neumf,amazon-beauty,mmr_lam=0.2,1,NDCG@10,0.011337189935147762
neumf,amazon-beauty,mmr_lam=0.2,1,Recall@10,0.017301343381404877
neumf,amazon-beauty,mmr_lam=0.2,1,HR@10,0.036292996257543564
neumf,amazon-beauty,mmr_lam=0.2,1,Diversity,0.9877992868423462
neumf,amazon-beauty,mmr_lam=0.2,1,Coverage,0.29083141636542886
neumf,amazon-beauty,mmr_lam=0.2,1,AvgPop,87.78011939732778
neumf,amazon-beauty,dpp_alpha=0.5,1,NDCG@10,0.011524329893290997
neumf,amazon-beauty,dpp_alpha=0.5,1,Recall@10,0.01769033819437027
neumf,amazon-beauty,dpp_alpha=0.5,1,HR@10,0.0377143956720829
neumf,amazon-beauty,dpp_alpha=0.5,1,Diversity,0.9849169254302979
neumf,amazon-beauty,dpp_alpha=0.5,1,Coverage,0.2771935589878409
neumf,amazon-beauty,dpp_alpha=0.5,1,AvgPop,88.60855680849048
neumf,amazon-beauty,dpp_alpha=1.0,1,NDCG@10,0.011955934576690197
neumf,amazon-beauty,dpp_alpha=1.0,1,Recall@10,0.01872130297124386
neumf,amazon-beauty,dpp_alpha=1.0,1,HR@10,0.03942006826400757
neumf,amazon-beauty,dpp_alpha=1.0,1,Diversity,0.9803804755210876
neumf,amazon-beauty,dpp_alpha=1.0,1,Coverage,0.266677620768978
neumf,amazon-beauty,dpp_alpha=1.0,1,AvgPop,90.23819766890931
neumf,amazon-beauty,dpp_alpha=2.0,1,NDCG@10,0.012301397509872913
neumf,amazon-beauty,dpp_alpha=2.0,1,Recall@10,0.019428929314017296
neumf,amazon-beauty,dpp_alpha=2.0,1,HR@10,0.04036766663193703
neumf,amazon-beauty,dpp_alpha=2.0,1,Diversity,0.9745565056800842
neumf,amazon-beauty,dpp_alpha=2.0,1,Coverage,0.25747617482747287
neumf,amazon-beauty,dpp_alpha=2.0,1,AvgPop,92.50530654790107
neumf,amazon-beauty,dpp_alpha=4.0,1,NDCG@10,0.01248891931027174
neumf,amazon-beauty,dpp_alpha=4.0,1,Recall@10,0.019640708342194557
neumf,amazon-beauty,dpp_alpha=4.0,1,HR@10,0.041125744581222534
neumf,amazon-beauty,dpp_alpha=4.0,1,Diversity,0.9671087265014648
neumf,amazon-beauty,dpp_alpha=4.0,1,Coverage,0.2515609595793625
neumf,amazon-beauty,dpp_alpha=4.0,1,AvgPop,95.38679048611769
neumf,amazon-beauty,none,2,NDCG@10,0.020410241559147835
neumf,amazon-beauty,none,2,Recall@10,0.034588780254125595
neumf,amazon-beauty,none,2,HR@10,0.06652136892080307
neumf,amazon-beauty,none,2,Diversity,0.8297984600067139
neumf,amazon-beauty,none,2,Coverage,0.18205718041406507
neumf,amazon-beauty,none,2,AvgPop,101.01024353264475
neumf,amazon-beauty,mmr_lam=1.0,2,NDCG@10,0.020410241559147835
neumf,amazon-beauty,mmr_lam=1.0,2,Recall@10,0.034588780254125595
neumf,amazon-beauty,mmr_lam=1.0,2,HR@10,0.06652136892080307
neumf,amazon-beauty,mmr_lam=1.0,2,Diversity,0.8297984600067139
neumf,amazon-beauty,mmr_lam=1.0,2,Coverage,0.18205718041406507
neumf,amazon-beauty,mmr_lam=1.0,2,AvgPop,101.01024353264475
neumf,amazon-beauty,mmr_lam=0.8,2,NDCG@10,0.019588392227888107
neumf,amazon-beauty,mmr_lam=0.8,2,Recall@10,0.033041782677173615
neumf,amazon-beauty,mmr_lam=0.8,2,HR@10,0.06434189528226852
neumf,amazon-beauty,mmr_lam=0.8,2,Diversity,0.8728490471839905
neumf,amazon-beauty,mmr_lam=0.8,2,Coverage,0.18485047650345054
neumf,amazon-beauty,mmr_lam=0.8,2,AvgPop,100.34356107268076
neumf,amazon-beauty,mmr_lam=0.6,2,NDCG@10,0.017375001683831215
neumf,amazon-beauty,mmr_lam=0.6,2,Recall@10,0.028544899076223373
neumf,amazon-beauty,mmr_lam=0.6,2,HR@10,0.056287311017513275
neumf,amazon-beauty,mmr_lam=0.6,2,Diversity,0.9262615442276001
neumf,amazon-beauty,mmr_lam=0.6,2,Coverage,0.19306605323693724
neumf,amazon-beauty,mmr_lam=0.6,2,AvgPop,95.42269496825547
neumf,amazon-beauty,mmr_lam=0.4,2,NDCG@10,0.015187671408057213
neumf,amazon-beauty,mmr_lam=0.4,2,Recall@10,0.02400287427008152
neumf,amazon-beauty,mmr_lam=0.4,2,HR@10,0.048896048218011856
neumf,amazon-beauty,mmr_lam=0.4,2,Diversity,0.9659343957901001
neumf,amazon-beauty,mmr_lam=0.4,2,Coverage,0.2098258297732501
neumf,amazon-beauty,mmr_lam=0.4,2,AvgPop,85.1684734198806
neumf,amazon-beauty,mmr_lam=0.2,2,NDCG@10,0.013396983966231346
neumf,amazon-beauty,mmr_lam=0.2,2,Recall@10,0.02054733783006668
neumf,amazon-beauty,mmr_lam=0.2,2,HR@10,0.0432104617357254
neumf,amazon-beauty,mmr_lam=0.2,2,Diversity,0.981269121170044
neumf,amazon-beauty,mmr_lam=0.2,2,Coverage,0.24334538284587579
neumf,amazon-beauty,mmr_lam=0.2,2,AvgPop,79.09600113711741
neumf,amazon-beauty,dpp_alpha=0.5,2,NDCG@10,0.01405069138854742
neumf,amazon-beauty,dpp_alpha=0.5,2,Recall@10,0.021196400746703148
neumf,amazon-beauty,dpp_alpha=0.5,2,HR@10,0.04463185742497444
neumf,amazon-beauty,dpp_alpha=0.5,2,Diversity,0.9834084510803223
neumf,amazon-beauty,dpp_alpha=0.5,2,Coverage,0.23989484061781138
