base,dataset,reranker,seed,metric,value
neumf,amazon-beauty,dpp_alpha=0.5,2,AvgPop,79.30608357812945
neumf,amazon-beauty,dpp_alpha=1.0,2,NDCG@10,0.014640942215919495
neumf,amazon-beauty,dpp_alpha=1.0,2,Recall@10,0.022314004600048065
neumf,amazon-beauty,dpp_alpha=1.0,2,HR@10,0.04633753374218941
neumf,amazon-beauty,dpp_alpha=1.0,2,Diversity,0.9773626923561096
neumf,amazon-beauty,dpp_alpha=1.0,2,Coverage,0.22083470259612226
neumf,amazon-beauty,dpp_alpha=1.0,2,AvgPop,81.74468871410973
neumf,amazon-beauty,dpp_alpha=2.0,2,NDCG@10,0.015264734625816345
neumf,amazon-beauty,dpp_alpha=2.0,2,Recall@10,0.023413151502609253
neumf,amazon-beauty,dpp_alpha=2.0,2,HR@10,0.048232730478048325
neumf,amazon-beauty,dpp_alpha=2.0,2,Diversity,0.969977080821991
neumf,amazon-beauty,dpp_alpha=2.0,2,Coverage,0.20736115675320407
neumf,amazon-beauty,dpp_alpha=2.0,2,AvgPop,84.28547332512082
neumf,amazon-beauty,dpp_alpha=4.0,2,NDCG@10,0.016240911558270454
neumf,amazon-beauty,dpp_alpha=4.0,2,Recall@10,0.025445731356739998
neumf,amazon-beauty,dpp_alpha=4.0,2,HR@10,0.050980765372514725
neumf,amazon-beauty,dpp_alpha=4.0,2,Diversity,0.9598718285560608
neumf,amazon-beauty,dpp_alpha=4.0,2,Coverage,0.19848833388103845
neumf,amazon-beauty,dpp_alpha=4.0,2,AvgPop,87.85288543542121
neumf,amazon-beauty,none,3,NDCG@10,0.015593116171658039
neumf,amazon-beauty,none,3,Recall@10,0.02682352624833584
neumf,amazon-beauty,none,3,HR@10,0.051644083112478256
neumf,amazon-beauty,none,3,Diversity,0.8728550672531128
neumf,amazon-beauty,none,3,Coverage,0.22050607952678278
neumf,amazon-beauty,none,3,AvgPop,94.57504974888657
neumf,amazon-beauty,mmr_lam=1.0,3,NDCG@10,0.015593116171658039
neumf,amazon-beauty,mmr_lam=1.0,3,Recall@10,0.02682352624833584
neumf,amazon-beauty,mmr_lam=1.0,3,HR@10,0.051644083112478256
neumf,amazon-beauty,mmr_lam=1.0,3,Diversity,0.8728550672531128
neumf,amazon-beauty,mmr_lam=1.0,3,Coverage,0.22050607952678278
neumf,amazon-beauty,mmr_lam=1.0,3,AvgPop,94.57504974888657
neumf,amazon-beauty,mmr_lam=0.8,3,NDCG@10,0.014544823206961155
neumf,amazon-beauty,mmr_lam=0.8,3,Recall@10,0.02480131760239601
neumf,amazon-beauty,mmr_lam=0.8,3,HR@10,0.04813797026872635
neumf,amazon-beauty,mmr_lam=0.8,3,Diversity,0.9078477025032043
neumf,amazon-beauty,mmr_lam=0.8,3,Coverage,0.22444955635885638
neumf,amazon-beauty,mmr_lam=0.8,3,AvgPop,92.39989576423766
neumf,amazon-beauty,mmr_lam=0.6,3,NDCG@10,0.012920761480927467
neumf,amazon-beauty,mmr_lam=0.6,3,Recall@10,0.021340521052479744
neumf,amazon-beauty,mmr_lam=0.6,3,HR@10,0.043399982154369354
neumf,amazon-beauty,mmr_lam=0.6,3,Diversity,0.9445068836212158
neumf,amazon-beauty,mmr_lam=0.6,3,Coverage,0.2351298061123891
neumf,amazon-beauty,mmr_lam=0.6,3,AvgPop,86.95009949777314
neumf,amazon-beauty,mmr_lam=0.4,3,NDCG@10,0.011628841049969196
neumf,amazon-beauty,mmr_lam=0.4,3,Recall@10,0.019050074741244316
neumf,amazon-beauty,mmr_lam=0.4,3,HR@10,0.04074670746922493
neumf,amazon-beauty,mmr_lam=0.4,3,Diversity,0.9704213738441467
neumf,amazon-beauty,mmr_lam=0.4,3,Coverage,0.25386132106473874
neumf,amazon-beauty,mmr_lam=0.4,3,AvgPop,80.85198521747371
neumf,amazon-beauty,mmr_lam=0.2,3,NDCG@10,0.01047355867922306
neumf,amazon-beauty,mmr_lam=0.2,3,Recall@10,0.017013490200042725
neumf,amazon-beauty,mmr_lam=0.2,3,HR@10,0.03657727688550949
neumf,amazon-beauty,mmr_lam=0.2,3,Diversity,0.9852551221847534
neumf,amazon-beauty,mmr_lam=0.2,3,Coverage,0.28803812027604336
neumf,amazon-beauty,mmr_lam=0.2,3,AvgPop,74.15767080451056
neumf,amazon-beauty,dpp_alpha=0.5,3,NDCG@10,0.010552233085036278
neumf,amazon-beauty,dpp_alpha=0.5,3,Recall@10,0.01653292402625084
neumf,amazon-beauty,dpp_alpha=0.5,3,HR@10,0.036292996257543564
neumf,amazon-beauty,dpp_alpha=0.5,3,Diversity,0.9858144521713257
neumf,amazon-beauty,dpp_alpha=0.5,3,Coverage,0.28097272428524483
neumf,amazon-beauty,dpp_alpha=0.5,3,AvgPop,74.40927698284848
neumf,amazon-beauty,dpp_alpha=1.0,3,NDCG@10,0.010922395624220371
neumf,amazon-beauty,dpp_alpha=1.0,3,Recall@10,0.01714622974395752
neumf,amazon-beauty,dpp_alpha=1.0,3,HR@10,0.03780915215611458
neumf,amazon-beauty,dpp_alpha=1.0,3,Diversity,0.9806132912635803
neumf,amazon-beauty,dpp_alpha=1.0,3,Coverage,0.2656917515609596
neumf,amazon-beauty,dpp_alpha=1.0,3,AvgPop,76.82730976973373
neumf,amazon-beauty,dpp_alpha=2.0,3,NDCG@10,0.011669655330479145
neumf,amazon-beauty,dpp_alpha=2.0,3,Recall@10,0.0185927115380764
neumf,amazon-beauty,dpp_alpha=2.0,3,HR@10,0.04027290642261505
neumf,amazon-beauty,dpp_alpha=2.0,3,Diversity,0.9732701778411865
neumf,amazon-beauty,dpp_alpha=2.0,3,Coverage,0.25484719027275715
neumf,amazon-beauty,dpp_alpha=2.0,3,AvgPop,79.4848005306548
neumf,amazon-beauty,dpp_alpha=4.0,3,NDCG@10,0.012100528925657272
neumf,amazon-beauty,dpp_alpha=4.0,3,Recall@10,0.01948326639831066
neumf,amazon-beauty,dpp_alpha=4.0,3,HR@10,0.040841467678546906
neumf,amazon-beauty,dpp_alpha=4.0,3,Diversity,0.9619941115379333
neumf,amazon-beauty,dpp_alpha=4.0,3,Coverage,0.24153795596450872
neumf,amazon-beauty,dpp_alpha=4.0,3,AvgPop,82.56976215294229
neumf,amazon-beauty,none,4,NDCG@10,0.00985823292285204
neumf,amazon-beauty,none,4,Recall@10,0.014875615946948528
neumf,amazon-beauty,none,4,HR@10,0.034208282828330994
neumf,amazon-beauty,none,4,Diversity,0.9138118028640747
neumf,amazon-beauty,none,4,Coverage,0.7267499178442327
neumf,amazon-beauty,none,4,AvgPop,47.0028996493888
neumf,amazon-beauty,mmr_lam=1.0,4,NDCG@10,0.00985823292285204
neumf,amazon-beauty,mmr_lam=1.0,4,Recall@10,0.014875615946948528
neumf,amazon-beauty,mmr_lam=1.0,4,HR@10,0.034208282828330994
neumf,amazon-beauty,mmr_lam=1.0,4,Diversity,0.9138118028640747
neumf,amazon-beauty,mmr_lam=1.0,4,Coverage,0.7267499178442327
neumf,amazon-beauty,mmr_lam=1.0,4,AvgPop,47.0028996493888
neumf,amazon-beauty,mmr_lam=0.8,4,NDCG@10,0.008004726842045784
neumf,amazon-beauty,mmr_lam=0.8,4,Recall@10,0.011296306736767292
neumf,amazon-beauty,mmr_lam=0.8,4,HR@10,0.028901733458042145
neumf,amazon-beauty,mmr_lam=0.8,4,Diversity,0.9880158305168152
neumf,amazon-beauty,mmr_lam=0.8,4,Coverage,0.7019388761091029
neumf,amazon-beauty,mmr_lam=0.8,4,AvgPop,46.049047664171326
neumf,amazon-beauty,mmr_lam=0.6,4,NDCG@10,0.007930530235171318
neumf,amazon-beauty,mmr_lam=0.6,4,Recall@10,0.011238811537623405
neumf,amazon-beauty,mmr_lam=0.6,4,HR@10,0.028617454692721367
neumf,amazon-beauty,mmr_lam=0.6,4,Diversity,0.9897745251655579
neumf,amazon-beauty,mmr_lam=0.6,4,Coverage,0.703089056851791
neumf,amazon-beauty,mmr_lam=0.6,4,AvgPop,45.811115322657066
neumf,amazon-beauty,mmr_lam=0.4,4,NDCG@10,0.007740653585642576
neumf,amazon-beauty,mmr_lam=0.4,4,Recall@10,0.01077771931886673
neumf,amazon-beauty,mmr_lam=0.4,4,HR@10,0.027764616534113884
neumf,amazon-beauty,mmr_lam=0.4,4,Diversity,0.9912073016166687
neumf,amazon-beauty,mmr_lam=0.4,4,Coverage,0.7039106145251397
neumf,amazon-beauty,mmr_lam=0.4,4,AvgPop,45.5353264474557
neumf,amazon-beauty,mmr_lam=0.2,4,NDCG@10,0.0077469851821660995
neumf,amazon-beauty,mmr_lam=0.2,4,Recall@10,0.010882552713155746
neumf,amazon-beauty,mmr_lam=0.2,4,HR@10,0.027764616534113884
neumf,amazon-beauty,mmr_lam=0.2,4,Diversity,0.9928977489471436
neumf,amazon-beauty,mmr_lam=0.2,4,Coverage,0.7057180414065067
neumf,amazon-beauty,mmr_lam=0.2,4,AvgPop,44.95723490950441
neumf,amazon-beauty,dpp_alpha=0.5,4,NDCG@10,0.007701211143285036
neumf,amazon-beauty,dpp_alpha=0.5,4,Recall@10,0.011328655295073986
neumf,amazon-beauty,dpp_alpha=0.5,4,HR@10,0.028617454692721367
neumf,amazon-beauty,dpp_alpha=0.5,4,Diversity,0.9934865832328796
neumf,amazon-beauty,dpp_alpha=0.5,4,Coverage,0.6930660532369373
neumf,amazon-beauty,dpp_alpha=0.5,4,AvgPop,44.93349758362551
neumf,amazon-beauty,dpp_alpha=1.0,4,NDCG@10,0.007741824723780155
neumf,amazon-beauty,dpp_alpha=1.0,4,Recall@10,0.011454957537353039
neumf,amazon-beauty,dpp_alpha=1.0,4,HR@10,0.028617454692721367
neumf,amazon-beauty,dpp_alpha=1.0,4,Diversity,0.9927025437355042
neumf,amazon-beauty,dpp_alpha=1.0,4,Coverage,0.692573118632928
neumf,amazon-beauty,dpp_alpha=1.0,4,AvgPop,45.2226475883635
neumf,amazon-beauty,dpp_alpha=2.0,4,NDCG@10,0.007820120081305504
neumf,amazon-beauty,dpp_alpha=2.0,4,Recall@10,0.011634738184511662
neumf,amazon-beauty,dpp_alpha=2.0,4,HR@10,0.02899649366736412
neumf,amazon-beauty,dpp_alpha=2.0,4,Diversity,0.9918362498283386
neumf,amazon-beauty,dpp_alpha=2.0,4,Coverage,0.6919158724942491
neumf,amazon-beauty,dpp_alpha=2.0,4,AvgPop,45.460475694115416
neumf,amazon-beauty,dpp_alpha=4.0,4,NDCG@10,0.007926607504487038
neumf,amazon-beauty,dpp_alpha=4.0,4,Recall@10,0.011858143843710423
neumf,amazon-beauty,dpp_alpha=4.0,4,HR@10,0.029375532642006874
neumf,amazon-beauty,dpp_alpha=4.0,4,Diversity,0.9909195303916931
neumf,amazon-beauty,dpp_alpha=4.0,4,Coverage,0.6924088070982582
neumf,amazon-beauty,dpp_alpha=4.0,4,AvgPop,45.69196437032124
neumf,ml-1m,none,0,NDCG@10,0.09300809353590012
neumf,ml-1m,none,0,Recall@10,0.05693359300494194
neumf,ml-1m,none,0,HR@10,0.4465794265270233
neumf,ml-1m,none,0,Diversity,0.64696204662323
neumf,ml-1m,none,0,Coverage,0.26436456269459385
neumf,ml-1m,none,0,AvgPop,1410.6265032300812
neumf,ml-1m,mmr_lam=1.0,0,NDCG@10,0.09300809353590012
neumf,ml-1m,mmr_lam=1.0,0,Recall@10,0.05693359300494194
neumf,ml-1m,mmr_lam=1.0,0,HR@10,0.4465794265270233
neumf,ml-1m,mmr_lam=1.0,0,Diversity,0.64696204662323
neumf,ml-1m,mmr_lam=1.0,0,Coverage,0.26436456269459385
neumf,ml-1m,mmr_lam=1.0,0,AvgPop,1410.6265032300812
neumf,ml-1m,mmr_lam=0.8,0,NDCG@10,0.09370391070842743
neumf,ml-1m,mmr_lam=0.8,0,Recall@10,0.057770323008298874
neumf,ml-1m,mmr_lam=0.8,0,HR@10,0.45651814341545105
neumf,ml-1m,mmr_lam=0.8,0,Diversity,0.6921924352645874
neumf,ml-1m,mmr_lam=0.8,0,Coverage,0.264081517124257
neumf,ml-1m,mmr_lam=0.8,0,AvgPop,1417.0810170614543
neumf,ml-1m,mmr_lam=0.6,0,NDCG@10,0.09409046918153763
neumf,ml-1m,mmr_lam=0.6,0,Recall@10,0.05776036158204079
neumf,ml-1m,mmr_lam=0.6,0,HR@10,0.46397218108177185
neumf,ml-1m,mmr_lam=0.6,0,Diversity,0.7480798959732056
neumf,ml-1m,mmr_lam=0.6,0,Coverage,0.2731389753750354
neumf,ml-1m,mmr_lam=0.6,0,AvgPop,1394.831754182541
neumf,ml-1m,mmr_lam=0.4,0,NDCG@10,0.09176581352949142
neumf,ml-1m,mmr_lam=0.4,0,Recall@10,0.05539607256650925
neumf,ml-1m,mmr_lam=0.4,0,HR@10,0.467119425535202
neumf,ml-1m,mmr_lam=0.4,0,Diversity,0.7962923049926758
neumf,ml-1m,mmr_lam=0.4,0,Coverage,0.2756863855080668
neumf,ml-1m,mmr_lam=0.4,0,AvgPop,1334.2524101374854
neumf,ml-1m,mmr_lam=0.2,0,NDCG@10,0.08959846943616867
neumf,ml-1m,mmr_lam=0.2,0,Recall@10,0.05361546576023102
neumf,ml-1m,mmr_lam=0.2,0,HR@10,0.4661255478858948
neumf,ml-1m,mmr_lam=0.2,0,Diversity,0.8235995173454285
neumf,ml-1m,mmr_lam=0.2,0,Coverage,0.2875742994622134
neumf,ml-1m,mmr_lam=0.2,0,AvgPop,1243.9259234719232
neumf,ml-1m,dpp_alpha=0.5,0,NDCG@10,0.08653637766838074
neumf,ml-1m,dpp_alpha=0.5,0,Recall@10,0.05032212659716606
neumf,ml-1m,dpp_alpha=0.5,0,HR@10,0.45850586891174316
neumf,ml-1m,dpp_alpha=0.5,0,Diversity,0.8586653470993042
neumf,ml-1m,dpp_alpha=0.5,0,Coverage,0.2912538918765921
neumf,ml-1m,dpp_alpha=0.5,0,AvgPop,1160.4661918171278
neumf,ml-1m,dpp_alpha=1.0,0,NDCG@10,0.08755748718976974
neumf,ml-1m,dpp_alpha=1.0,0,Recall@10,0.05092726647853851
neumf,ml-1m,dpp_alpha=1.0,0,HR@10,0.4613218605518341
neumf,ml-1m,dpp_alpha=1.0,0,Diversity,0.8543839454650879
neumf,ml-1m,dpp_alpha=1.0,0,Coverage,0.28814039060288704
neumf,ml-1m,dpp_alpha=1.0,0,AvgPop,1183.1935729667052
neumf,ml-1m,dpp_alpha=2.0,0,NDCG@10,0.08867017179727554
neumf,ml-1m,dpp_alpha=2.0,0,Recall@10,0.051622841507196426
neumf,ml-1m,dpp_alpha=2.0,0,HR@10,0.45983102917671204
neumf,ml-1m,dpp_alpha=2.0,0,Diversity,0.844584047794342
neumf,ml-1m,dpp_alpha=2.0,0,Coverage,0.28446079818850833
neumf,ml-1m,dpp_alpha=2.0,0,AvgPop,1222.4365910220308
neumf,ml-1m,dpp_alpha=4.0,0,NDCG@10,0.09057407081127167
neumf,ml-1m,dpp_alpha=4.0,0,Recall@10,0.054394546896219254
neumf,ml-1m,dpp_alpha=4.0,0,HR@10,0.46728506684303284
neumf,ml-1m,dpp_alpha=4.0,0,Diversity,0.8269603252410889
neumf,ml-1m,dpp_alpha=4.0,0,Coverage,0.2762524766487405
neumf,ml-1m,dpp_alpha=4.0,0,AvgPop,1275.6221798906743
neumf,ml-1m,none,1,NDCG@10,0.06515365839004517
neumf,ml-1m,none,1,Recall@10,0.03901955112814903
neumf,ml-1m,none,1,HR@10,0.392082154750824
neumf,ml-1m,none,1,Diversity,0.7166036367416382
neumf,ml-1m,none,1,Coverage,0.2380413246532692
neumf,ml-1m,none,1,AvgPop,1130.9594169289383
neumf,ml-1m,mmr_lam=1.0,1,NDCG@10,0.06515365839004517
neumf,ml-1m,mmr_lam=1.0,1,Recall@10,0.03901955112814903
neumf,ml-1m,mmr_lam=1.0,1,HR@10,0.392082154750824
neumf,ml-1m,mmr_lam=1.0,1,Diversity,0.7166036367416382
neumf,ml-1m,mmr_lam=1.0,1,Coverage,0.2380413246532692
neumf,ml-1m,mmr_lam=1.0,1,AvgPop,1130.9594169289383
neumf,ml-1m,mmr_lam=0.8,1,NDCG@10,0.06636738777160645
neumf,ml-1m,mmr_lam=0.8,1,Recall@10,0.039509858936071396
neumf,ml-1m,mmr_lam=0.8,1,HR@10,0.40632763504981995
neumf,ml-1m,mmr_lam=0.8,1,Diversity,0.8525397181510925
neumf,ml-1m,mmr_lam=0.8,1,Coverage,0.2230399094254175
neumf,ml-1m,mmr_lam=0.8,1,AvgPop,1059.8613052840815
neumf,ml-1m,mmr_lam=0.6,1,NDCG@10,0.06642881780862808
neumf,ml-1m,mmr_lam=0.6,1,Recall@10,0.03950207680463791
neumf,ml-1m,mmr_lam=0.6,1,HR@10,0.4058307111263275
neumf,ml-1m,mmr_lam=0.6,1,Diversity,0.8533328175544739
neumf,ml-1m,mmr_lam=0.6,1,Coverage,0.2230399094254175
neumf,ml-1m,mmr_lam=0.6,1,AvgPop,1059.494020208713
neumf,ml-1m,mmr_lam=0.4,1,NDCG@10,0.06647219508886337
neumf,ml-1m,mmr_lam=0.4,1,Recall@10,0.03947914019227028
neumf,ml-1m,mmr_lam=0.4,1,HR@10,0.4059963524341583
neumf,ml-1m,mmr_lam=0.4,1,Diversity,0.8548920750617981
neumf,ml-1m,mmr_lam=0.4,1,Coverage,0.22870082083215398
neumf,ml-1m,mmr_lam=0.4,1,AvgPop,1056.6278283915851
neumf,ml-1m,mmr_lam=0.2,1,NDCG@10,0.06640028208494186
neumf,ml-1m,mmr_lam=0.2,1,Recall@10,0.03938000649213791
neumf,ml-1m,mmr_lam=0.2,1,HR@10,0.4056650698184967
neumf,ml-1m,mmr_lam=0.2,1,Diversity,0.8566056489944458
neumf,ml-1m,mmr_lam=0.2,1,Coverage,0.2346447778092273
neumf,ml-1m,mmr_lam=0.2,1,AvgPop,1053.2533211860195
neumf,ml-1m,dpp_alpha=0.5,1,NDCG@10,0.06536741554737091
neumf,ml-1m,dpp_alpha=0.5,1,Recall@10,0.03799261525273323
neumf,ml-1m,dpp_alpha=0.5,1,HR@10,0.40102699398994446
neumf,ml-1m,dpp_alpha=0.5,1,Diversity,0.8933166265487671
neumf,ml-1m,dpp_alpha=0.5,1,Coverage,0.24823096518539484
neumf,ml-1m,dpp_alpha=0.5,1,AvgPop,1000.4529402020871
neumf,ml-1m,dpp_alpha=1.0,1,NDCG@10,0.06546338647603989
neumf,ml-1m,dpp_alpha=1.0,1,Recall@10,0.038014866411685944
neumf,ml-1m,dpp_alpha=1.0,1,HR@10,0.40069571137428284
neumf,ml-1m,dpp_alpha=1.0,1,Diversity,0.8932243585586548
neumf,ml-1m,dpp_alpha=1.0,1,Coverage,0.24709878290404755
neumf,ml-1m,dpp_alpha=1.0,1,AvgPop,1000.9982772900447
neumf,ml-1m,dpp_alpha=2.0,1,NDCG@10,0.0655624270439148
neumf,ml-1m,dpp_alpha=2.0,1,Recall@10,0.038124777376651764
neumf,ml-1m,dpp_alpha=2.0,1,HR@10,0.40119263529777527
neumf,ml-1m,dpp_alpha=2.0,1,Diversity,0.8930636048316956
neumf,ml-1m,dpp_alpha=2.0,1,Coverage,0.24624964619303708
neumf,ml-1m,dpp_alpha=2.0,1,AvgPop,1002.2219148583733
neumf,ml-1m,dpp_alpha=4.0,1,NDCG@10,0.06559950858354568
neumf,ml-1m,dpp_alpha=4.0,1,Recall@10,0.038108937442302704
neumf,ml-1m,dpp_alpha=4.0,1,HR@10,0.40102699398994446
neumf,ml-1m,dpp_alpha=4.0,1,Diversity,0.8925012350082397
neumf,ml-1m,dpp_alpha=4.0,1,Coverage,0.2417209170676479
neumf,ml-1m,dpp_alpha=4.0,1,AvgPop,1004.7122908729501
neumf,ml-1m,none,2,NDCG@10,0.08978885412216187
neumf,ml-1m,none,2,Recall@10,0.053180593997240067
neumf,ml-1m,none,2,HR@10,0.4351499080657959
neumf,ml-1m,none,2,Diversity,0.6459522247314453
neumf,ml-1m,none,2,Coverage,0.23634305123124824
neumf,ml-1m,none,2,AvgPop,1461.5460990558224
neumf,ml-1m,mmr_lam=1.0,2,NDCG@10,0.08978885412216187
neumf,ml-1m,mmr_lam=1.0,2,Recall@10,0.053180593997240067
neumf,ml-1m,mmr_lam=1.0,2,HR@10,0.4351499080657959
neumf,ml-1m,mmr_lam=1.0,2,Diversity,0.6459522247314453
neumf,ml-1m,mmr_lam=1.0,2,Coverage,0.23634305123124824
neumf,ml-1m,mmr_lam=1.0,2,AvgPop,1461.5460990558224
neumf,ml-1m,mmr_lam=0.8,2,NDCG@10,0.09083067625761032
neumf,ml-1m,mmr_lam=0.8,2,Recall@10,0.05437197536230087
neumf,ml-1m,mmr_lam=0.8,2,HR@10,0.44906410574913025
neumf,ml-1m,mmr_lam=0.8,2,Diversity,0.6868789196014404
neumf,ml-1m,mmr_lam=0.8,2,Coverage,0.2326634588168695
neumf,ml-1m,mmr_lam=0.8,2,AvgPop,1465.694517144277
neumf,ml-1m,mmr_lam=0.6,2,NDCG@10,0.09064282476902008
neumf,ml-1m,mmr_lam=0.6,2,Recall@10,0.05449778586626053
neumf,ml-1m,mmr_lam=0.6,2,HR@10,0.45486170053482056
neumf,ml-1m,mmr_lam=0.6,2,Diversity,0.7399046421051025
neumf,ml-1m,mmr_lam=0.6,2,Coverage,0.24681573733371073
neumf,ml-1m,mmr_lam=0.6,2,AvgPop,1443.3249627298328
neumf,ml-1m,mmr_lam=0.4,2,NDCG@10,0.08892984688282013
neumf,ml-1m,mmr_lam=0.4,2,Recall@10,0.05301361158490181
neumf,ml-1m,mmr_lam=0.4,2,HR@10,0.45105186104774475
neumf,ml-1m,mmr_lam=0.4,2,Diversity,0.790264904499054
neumf,ml-1m,mmr_lam=0.4,2,Coverage,0.259269742428531
neumf,ml-1m,mmr_lam=0.4,2,AvgPop,1377.4279774722545
neumf,ml-1m,mmr_lam=0.2,2,NDCG@10,0.0857473686337471
neumf,ml-1m,mmr_lam=0.2,2,Recall@10,0.0498335100710392
neumf,ml-1m,mmr_lam=0.2,2,HR@10,0.45121750235557556
neumf,ml-1m,mmr_lam=0.2,2,Diversity,0.8185804486274719
neumf,ml-1m,mmr_lam=0.2,2,Coverage,0.27115765638267764
neumf,ml-1m,mmr_lam=0.2,2,AvgPop,1264.4135000828226
neumf,ml-1m,dpp_alpha=0.5,2,NDCG@10,0.08346323668956757
neumf,ml-1m,dpp_alpha=0.5,2,Recall@10,0.04846161976456642
neumf,ml-1m,dpp_alpha=0.5,2,HR@10,0.44508862495422363
neumf,ml-1m,dpp_alpha=0.5,2,Diversity,0.855301558971405
neumf,ml-1m,dpp_alpha=0.5,2,Coverage,0.2833286159071611
neumf,ml-1m,dpp_alpha=0.5,2,AvgPop,1171.192595660096
neumf,ml-1m,dpp_alpha=1.0,2,NDCG@10,0.08424344658851624
neumf,ml-1m,dpp_alpha=1.0,2,Recall@10,0.04874236881732941
neumf,ml-1m,dpp_alpha=1.0,2,HR@10,0.4485671818256378
neumf,ml-1m,dpp_alpha=1.0,2,Diversity,0.8492637872695923
neumf,ml-1m,dpp_alpha=1.0,2,Coverage,0.2765355222190773
neumf,ml-1m,dpp_alpha=1.0,2,AvgPop,1207.718038760974
neumf,ml-1m,dpp_alpha=2.0,2,NDCG@10,0.0861852839589119
neumf,ml-1m,dpp_alpha=2.0,2,Recall@10,0.05032769590616226
neumf,ml-1m,dpp_alpha=2.0,2,HR@10,0.451714426279068
neumf,ml-1m,dpp_alpha=2.0,2,Diversity,0.8367326259613037
neumf,ml-1m,dpp_alpha=2.0,2,Coverage,0.2629493348429097
neumf,ml-1m,dpp_alpha=2.0,2,AvgPop,1265.639821103197
neumf,ml-1m,dpp_alpha=4.0,2,NDCG@10,0.08809185028076172
neumf,ml-1m,dpp_alpha=4.0,2,Recall@10,0.051902756094932556
neumf,ml-1m,dpp_alpha=4.0,2,HR@10,0.45453038811683655
neumf,ml-1m,dpp_alpha=4.0,2,Diversity,0.8148429989814758
neumf,ml-1m,dpp_alpha=4.0,2,Coverage,0.25247664874044723
neumf,ml-1m,dpp_alpha=4.0,2,AvgPop,1335.794517144277
neumf,ml-1m,none,3,NDCG@10,0.09214387834072113
neumf,ml-1m,none,3,Recall@10,0.055262692272663116
neumf,ml-1m,none,3,HR@10,0.4421069920063019
neumf,ml-1m,none,3,Diversity,0.6437559723854065
neumf,ml-1m,none,3,Coverage,0.20860458533823945
neumf,ml-1m,none,3,AvgPop,1493.8425045552426
neumf,ml-1m,mmr_lam=1.0,3,NDCG@10,0.09214387834072113
neumf,ml-1m,mmr_lam=1.0,3,Recall@10,0.055262692272663116
neumf,ml-1m,mmr_lam=1.0,3,HR@10,0.4421069920063019
neumf,ml-1m,mmr_lam=1.0,3,Diversity,0.6437559723854065
neumf,ml-1m,mmr_lam=1.0,3,Coverage,0.20860458533823945
neumf,ml-1m,mmr_lam=1.0,3,AvgPop,1493.8425045552426
neumf,ml-1m,mmr_lam=0.8,3,NDCG@10,0.09355691820383072
neumf,ml-1m,mmr_lam=0.8,3,Recall@10,0.05652083083987236
neumf,ml-1m,mmr_lam=0.8,3,HR@10,0.4538678228855133
neumf,ml-1m,mmr_lam=0.8,3,Diversity,0.6847838163375854
neumf,ml-1m,mmr_lam=0.8,3,Coverage,0.2069063119162185
neumf,ml-1m,mmr_lam=0.8,3,AvgPop,1498.8332284247142
neumf,ml-1m,mmr_lam=0.6,3,NDCG@10,0.09315754473209381
neumf,ml-1m,mmr_lam=0.6,3,Recall@10,0.05676836147904396
neumf,ml-1m,mmr_lam=0.6,3,HR@10,0.4571807086467743
neumf,ml-1m,mmr_lam=0.6,3,Diversity,0.740750789642334
neumf,ml-1m,mmr_lam=0.6,3,Coverage,0.21001981318992358
neumf,ml-1m,mmr_lam=0.6,3,AvgPop,1475.096504886533
neumf,ml-1m,mmr_lam=0.4,3,NDCG@10,0.091229148209095
neumf,ml-1m,mmr_lam=0.4,3,Recall@10,0.05527595430612564
neumf,ml-1m,mmr_lam=0.4,3,HR@10,0.4606592655181885
neumf,ml-1m,mmr_lam=0.4,3,Diversity,0.7955522537231445
neumf,ml-1m,mmr_lam=0.4,3,Coverage,0.21992640815171244
neumf,ml-1m,mmr_lam=0.4,3,AvgPop,1403.2821434487328
neumf,ml-1m,mmr_lam=0.2,3,NDCG@10,0.0874575525522232
neumf,ml-1m,mmr_lam=0.2,3,Recall@10,0.051974933594465256
neumf,ml-1m,mmr_lam=0.2,3,HR@10,0.45800894498825073
neumf,ml-1m,mmr_lam=0.2,3,Diversity,0.8254794478416443
neumf,ml-1m,mmr_lam=0.2,3,Coverage,0.23549391452023777
neumf,ml-1m,mmr_lam=0.2,3,AvgPop,1289.069074043399
neumf,ml-1m,dpp_alpha=0.5,3,NDCG@10,0.08433875441551208
neumf,ml-1m,dpp_alpha=0.5,3,Recall@10,0.049193866550922394
neumf,ml-1m,dpp_alpha=0.5,3,HR@10,0.4422726631164551
neumf,ml-1m,dpp_alpha=0.5,3,Diversity,0.8614174127578735
neumf,ml-1m,dpp_alpha=0.5,3,Coverage,0.2420039626379847
neumf,ml-1m,dpp_alpha=0.5,3,AvgPop,1206.3208878582077
neumf,ml-1m,dpp_alpha=1.0,3,NDCG@10,0.08571924269199371
neumf,ml-1m,dpp_alpha=1.0,3,Recall@10,0.05042409896850586
neumf,ml-1m,dpp_alpha=1.0,3,HR@10,0.4500579833984375
neumf,ml-1m,dpp_alpha=1.0,3,Diversity,0.8577905297279358
neumf,ml-1m,dpp_alpha=1.0,3,Coverage,0.23747523351259553
neumf,ml-1m,dpp_alpha=1.0,3,AvgPop,1228.455192976644
neumf,ml-1m,dpp_alpha=2.0,3,NDCG@10,0.0864771232008934
neumf,ml-1m,dpp_alpha=2.0,3,Recall@10,0.05106014758348465
